"Problem","Package","File","Line","Priority","Description","Rule set","Rule"
"5082","edu.wustl.cab2b.server.path.pathgen","source/server/test/edu/wustl/cab2b/server/path/pathgen/GraphPathFinderTest.java","3","108","Avoid variables with short names like s","Naming Rules","ShortVariable"
"5083","edu.wustl.cab2b.server.path.pathgen","source/server/test/edu/wustl/cab2b/server/path/pathgen/GraphPathFinderTest.java","3","183","Parameter 'matrix' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"5084","edu.wustl.cab2b.server.path.pathgen","source/server/test/edu/wustl/cab2b/server/path/pathgen/GraphPathFinderTest.java","3","187","Parameter 'params' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"5085","edu.wustl.cab2b.server.path.pathgen","source/server/test/edu/wustl/cab2b/server/path/pathgen/GraphPathFinderTest.java","3","218","Parameter 'bigger' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"5086","edu.wustl.cab2b.server.path.pathgen","source/server/test/edu/wustl/cab2b/server/path/pathgen/GraphPathFinderTest.java","3","218","Parameter 'smaller' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"5087","edu.wustl.cab2b.server.path.pathgen","source/server/test/edu/wustl/cab2b/server/path/pathgen/GraphPathFinderTest.java","3","225","Parameter 'n' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"5088","edu.wustl.cab2b.server.queryengine.base","source/server/test/edu/wustl/cab2b/server/queryengine/base/BaseQueryEngineTestUtil.java","3","16","Abstract classes should be named AbstractXXX","Naming Rules","AbstractNaming"
"5089","edu.wustl.cab2b.server.queryengine.base","source/server/test/edu/wustl/cab2b/server/queryengine/base/BaseQueryEngineTestUtil.java","3","16","Each class should declare at least one constructor","Controversial Rules","AtLeastOneConstructor"
"5090","edu.wustl.cab2b.server.queryengine.base","source/server/test/edu/wustl/cab2b/server/queryengine/base/BaseQueryEngineTestUtil.java","3","16","This abstract class does not have any abstract methods","Design Rules","AbstractClassWithoutAbstractMethod"
"5091","edu.wustl.cab2b.server.queryengine.base","source/server/test/edu/wustl/cab2b/server/queryengine/base/BaseQueryEngineTestUtil.java","3","18","Parameter 'file' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"5092","edu.wustl.cab2b.server.queryengine.base","source/server/test/edu/wustl/cab2b/server/queryengine/base/BaseQueryEngineTestUtil.java","3","26","Parameter 'file' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"5093","edu.wustl.cab2b.server.queryengine.base","source/server/test/edu/wustl/cab2b/server/queryengine/base/BaseQueryEngineTestUtil.java","3","26","Parameter 'obj' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"5094","edu.wustl.cab2b.server.queryengine.base","source/server/test/edu/wustl/cab2b/server/queryengine/base/BaseQueryEngineTestUtil.java","3","28","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"5095","edu.wustl.cab2b.server.queryengine.base","source/server/test/edu/wustl/cab2b/server/queryengine/base/BaseQueryEngineTestUtil.java","3","29","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"5096","edu.wustl.cab2b.server.queryengine.base","source/server/test/edu/wustl/cab2b/server/queryengine/base/BaseQueryEngineTestUtil.java","3","31","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"5097","edu.wustl.cab2b.server.queryengine.base","source/server/test/edu/wustl/cab2b/server/queryengine/base/BaseQueryEngineTestUtil.java","3","32","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"5098","edu.wustl.cab2b.server.queryengine.base","source/server/test/edu/wustl/cab2b/server/queryengine/base/BaseQueryEngineTestUtil.java","3","35","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"5099","edu.wustl.cab2b.server.queryengine.base","source/server/test/edu/wustl/cab2b/server/queryengine/base/BaseQueryEngineTestUtil.java","3","36","Avoid variables with short names like ch","Naming Rules","ShortVariable"
"5100","edu.wustl.cab2b.server.queryengine.base","source/server/test/edu/wustl/cab2b/server/queryengine/base/BaseQueryEngineTestUtil.java","3","36","Avoid variables with short names like ch","Naming Rules","ShortVariable"
"5101","edu.wustl.cab2b.server.queryengine.base","source/server/test/edu/wustl/cab2b/server/queryengine/base/BaseQueryEngineTestUtil.java","3","45","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"5102","edu.wustl.cab2b.server.queryengine.base","source/server/test/edu/wustl/cab2b/server/queryengine/base/BaseQueryEngineTestUtil.java","1","49","Avoid throwing raw exception types","Strict Exception Rules","AvoidThrowingRawExceptionTypes"
"5103","edu.wustl.cab2b.server.queryengine.base","source/server/test/edu/wustl/cab2b/server/queryengine/base/BaseQueryEngineTestUtil.java","1","49","Avoid throwing raw exception types","Strict Exception Rules","AvoidThrowingRawExceptionTypes"
"5104","edu.wustl.cab2b.server.queryengine.base","source/server/test/edu/wustl/cab2b/server/queryengine/base/BaseQueryEngineTestUtil.java","3","53","Parameter 'existingFile' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"5105","edu.wustl.cab2b.server.queryengine.base","source/server/test/edu/wustl/cab2b/server/queryengine/base/BaseQueryEngineTestUtil.java","3","53","Parameter 'newFile' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"5106","edu.wustl.cab2b.server.queryengine.base","source/server/test/edu/wustl/cab2b/server/queryengine/base/BaseQueryEngineTestUtil.java","3","63","Avoid variables with short names like c","Naming Rules","ShortVariable"
"5107","edu.wustl.cab2b.server.queryengine.base","source/server/test/edu/wustl/cab2b/server/queryengine/base/BaseQueryEngineTestUtil.java","3","63","Avoid variables with short names like c","Naming Rules","ShortVariable"
"5108","edu.wustl.cab2b.server.queryengine.base","source/server/test/edu/wustl/cab2b/server/queryengine/base/BaseQueryEngineTestUtil.java","3","66","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"5109","edu.wustl.cab2b.server.queryengine.base","source/server/test/edu/wustl/cab2b/server/queryengine/base/BaseQueryEngineTestUtil.java","3","67","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"5110","edu.wustl.cab2b.server.queryengine.base","source/server/test/edu/wustl/cab2b/server/queryengine/base/BaseQueryEngineTestUtil.java","3","76","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"5111","edu.wustl.cab2b.server.queryengine.base","source/server/test/edu/wustl/cab2b/server/queryengine/base/BaseQueryEngineTestUtil.java","3","76","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"5112","edu.wustl.cab2b.server.queryengine.base","source/server/test/edu/wustl/cab2b/server/queryengine/base/BaseQueryEngineTestUtil.java","3","78","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"5113","edu.wustl.cab2b.server.queryengine.base","source/server/test/edu/wustl/cab2b/server/queryengine/base/BaseQueryEngineTestUtil.java","3","78","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"5114","edu.wustl.cab2b.server.queryengine.base","source/server/test/edu/wustl/cab2b/server/queryengine/base/BaseQueryEngineTestUtil.java","3","80","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"5115","edu.wustl.cab2b.server.queryengine.base","source/server/test/edu/wustl/cab2b/server/queryengine/base/BaseQueryEngineTestUtil.java","3","80","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"5116","edu.wustl.cab2b.server.queryengine.querybuilders.dcql","source/server/test/edu/wustl/cab2b/server/queryengine/querybuilders/dcql/BaseQueryBuilderTestUtil.java","3","5","Abstract classes should be named AbstractXXX","Naming Rules","AbstractNaming"
"5117","edu.wustl.cab2b.server.queryengine.querybuilders.dcql","source/server/test/edu/wustl/cab2b/server/queryengine/querybuilders/dcql/BaseQueryBuilderTestUtil.java","3","5","Each class should declare at least one constructor","Controversial Rules","AtLeastOneConstructor"
"5118","edu.wustl.cab2b.server.queryengine.querybuilders.dcql","source/server/test/edu/wustl/cab2b/server/queryengine/querybuilders/dcql/BaseQueryBuilderTestUtil.java","3","5","This abstract class does not have any abstract methods","Design Rules","AbstractClassWithoutAbstractMethod"
"5119","edu.wustl.cab2b.server.queryengine.querybuilders.dcql","source/server/test/edu/wustl/cab2b/server/queryengine/querybuilders/dcql/BaseQueryBuilderTestUtil.java","3","6","This final field could be made static","Design Rules","FinalFieldCouldBeStatic"
"5120","edu.wustl.cab2b.server.queryengine.querybuilders.dcql","source/server/test/edu/wustl/cab2b/server/queryengine/querybuilders/dcql/BaseQueryBuilderTestUtil.java","3","8","This final field could be made static","Design Rules","FinalFieldCouldBeStatic"
"5121","edu.wustl.cab2b.server.queryengine.querybuilders.dcql","source/server/test/edu/wustl/cab2b/server/queryengine/querybuilders/dcql/BaseQueryBuilderTestUtil.java","3","10","Avoid unused private fields such as 'RES'","Unused Code Rules","UnusedPrivateField"
"5122","edu.wustl.cab2b.server.queryengine.querybuilders.dcql","source/server/test/edu/wustl/cab2b/server/queryengine/querybuilders/dcql/BaseQueryBuilderTestUtil.java","3","10","Avoid unused private fields such as 'RES'","Unused Code Rules","UnusedPrivateField"
"5123","edu.wustl.cab2b.server.queryengine.querybuilders.dcql","source/server/test/edu/wustl/cab2b/server/queryengine/querybuilders/dcql/ForeignAssociationTest.java","3","4","Each class should declare at least one constructor","Controversial Rules","AtLeastOneConstructor"
"5124","edu.wustl.cab2b.server.queryengine.querybuilders.dcql","source/server/test/edu/wustl/cab2b/server/queryengine/querybuilders/dcql/ForeignAssociationTest.java","3","5","JUnit tests should include assert() or fail()","JUnit Rules","JUnitTestsShouldIncludeAssert"
"5125","edu.wustl.cab2b.server.queryengine.querybuilders.dcql","source/server/test/edu/wustl/cab2b/server/queryengine/querybuilders/dcql/ForeignAssociationTest.java","3","5","JUnit tests should include assert() or fail()","JUnit Rules","JUnitTestsShouldIncludeAssert"
"5126","edu.wustl.cab2b.server.queryengine.querybuilders.dcql","source/server/test/edu/wustl/cab2b/server/queryengine/querybuilders/dcql/NonRootOutputTest.java","3","4","Each class should declare at least one constructor","Controversial Rules","AtLeastOneConstructor"
"5127","edu.wustl.cab2b.server.queryengine.querybuilders.dcql","source/server/test/edu/wustl/cab2b/server/queryengine/querybuilders/dcql/NonRootOutputTest.java","3","5","JUnit tests should include assert() or fail()","JUnit Rules","JUnitTestsShouldIncludeAssert"
"5128","edu.wustl.cab2b.server.queryengine.querybuilders.dcql","source/server/test/edu/wustl/cab2b/server/queryengine/querybuilders/dcql/NonRootOutputTest.java","3","5","JUnit tests should include assert() or fail()","JUnit Rules","JUnitTestsShouldIncludeAssert"
"5129","edu.wustl.cab2b.server.queryengine.querybuilders.dcql","source/server/test/edu/wustl/cab2b/server/queryengine/querybuilders/dcql/OneOutputMultipleExpressionsTest.java","3","4","Each class should declare at least one constructor","Controversial Rules","AtLeastOneConstructor"
"5130","edu.wustl.cab2b.server.queryengine.querybuilders.dcql","source/server/test/edu/wustl/cab2b/server/queryengine/querybuilders/dcql/OneOutputMultipleExpressionsTest.java","3","5","JUnit tests should include assert() or fail()","JUnit Rules","JUnitTestsShouldIncludeAssert"
"5131","edu.wustl.cab2b.server.queryengine.querybuilders.dcql","source/server/test/edu/wustl/cab2b/server/queryengine/querybuilders/dcql/OneOutputMultipleExpressionsTest.java","3","5","JUnit tests should include assert() or fail()","JUnit Rules","JUnitTestsShouldIncludeAssert"
"5132","edu.wustl.cab2b.server.queryengine.querybuilders.dcql","source/server/test/edu/wustl/cab2b/server/queryengine/querybuilders/dcql/OneOutputMultipleExpressionsTest.java","3","77","JUnit tests should include assert() or fail()","JUnit Rules","JUnitTestsShouldIncludeAssert"
"5133","edu.wustl.cab2b.server.queryengine.querybuilders.dcql","source/server/test/edu/wustl/cab2b/server/queryengine/querybuilders/dcql/OneOutputMultipleExpressionsTest.java","3","77","JUnit tests should include assert() or fail()","JUnit Rules","JUnitTestsShouldIncludeAssert"
"5134","edu.wustl.cab2b.server.queryengine.querybuilders.dcql","source/server/test/edu/wustl/cab2b/server/queryengine/querybuilders/dcql/OneOutputOneExpressionTest.java","3","10","Each class should declare at least one constructor","Controversial Rules","AtLeastOneConstructor"
"5135","edu.wustl.cab2b.server.queryengine.querybuilders.dcql","source/server/test/edu/wustl/cab2b/server/queryengine/querybuilders/dcql/OneOutputOneExpressionTest.java","3","12","Avoid unused private fields such as 'exprId'","Unused Code Rules","UnusedPrivateField"
"5136","edu.wustl.cab2b.server.queryengine.querybuilders.dcql","source/server/test/edu/wustl/cab2b/server/queryengine/querybuilders/dcql/OneOutputOneExpressionTest.java","3","12","Avoid unused private fields such as 'exprId'","Unused Code Rules","UnusedPrivateField"
"5137","edu.wustl.cab2b.server.queryengine.querybuilders.dcql","source/server/test/edu/wustl/cab2b/server/queryengine/querybuilders/dcql/OneOutputOneExpressionTest.java","3","14","Avoid unused private fields such as 'output'","Unused Code Rules","UnusedPrivateField"
"5138","edu.wustl.cab2b.server.queryengine.querybuilders.dcql","source/server/test/edu/wustl/cab2b/server/queryengine/querybuilders/dcql/OneOutputOneExpressionTest.java","3","14","Avoid unused private fields such as 'output'","Unused Code Rules","UnusedPrivateField"
"5139","edu.wustl.cab2b.server.queryengine.querybuilders.dcql","source/server/test/edu/wustl/cab2b/server/queryengine/querybuilders/dcql/OneOutputOneExpressionTest.java","3","18","Avoid unused private fields such as 'urls'","Unused Code Rules","UnusedPrivateField"
"5140","edu.wustl.cab2b.server.queryengine.querybuilders.dcql","source/server/test/edu/wustl/cab2b/server/queryengine/querybuilders/dcql/OneOutputOneExpressionTest.java","3","18","Avoid unused private fields such as 'urls'","Unused Code Rules","UnusedPrivateField"
